Table,position,bucket,Time,Species ,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,,,,,,,,,,,,,
2,21,45,4,Amphipods,7,7,10,10,4,7,5,10,4,7,5,5,5,7,4,5,4,7,5,,,,,,,,,,,,,,
2,21,45,4,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,21,45,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,4,Ostracod,2,5,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,4,Copepod,6,6,5,5,5,4,5,6,7,6,7,5,7,7,6,7,6,7,7,6,,,,,,,,,,,,,
2,22,46,4,Gastropod,5,3,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,4,Foraminifera,2,2,2,2,2,3,2,1,1,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,
2,22,46,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,4,Brittle stars,10,20,10,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,4,Amphipods,14,14,8,10,12,10,12,5,12,15,5,5,5,,,,,,,,,,,,,,,,,,,,
2,22,46,4,Larvae,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,22,46,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,4,Ostracod,4,2,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,4,Copepod,7,6,4,5,6,3,4,3,3,7,5,5,5,6,4,5,3,7,6,5,,,,,,,,,,,,,
2,23,47,4,Gastropod,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,4,Foraminifera,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,4,Isopods,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,4,Amphipods,10,16,4,10,13,10,11,9,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,4,Larvae,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
2,23,47,4,Nematodes,46,40,26,40,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,4,Ostracod,4,3,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,4,Copepod,6,5,7,5,5,3,4,5,4,3,4,3,4,4,6,5,4,4,5,6,,,,,,,,,,,,,
2,24,48,4,Gastropod,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,4,Foraminifera,2,3,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,4,Isopods,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,4,Amphipods,15,10,12,7,6,10,10,11,15,10,5,7,5,4,15,,,,,,,,,,,,,,,,,,
2,24,48,4,Larvae,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,24,48,4,Nematodes,23,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,4,Ostracod,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,4,Copepod,5,3,4,6,6,4,5,6,5,3,4,4,5,4,4,4,5,4,5,6,,,,,,,,,,,,,
3,1,49,4,Gastropod,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,4,Foraminifera,2,2,2,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,4,Amphipods,15,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,4,Larvae,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1,49,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,4,Ostracod,4,2,2,2,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,4,Copepod,7,3,3,4,6,4,4,5,3,7,3,4,3,5,3,4,7,6,6,4,,,,,,,,,,,,,
3,2,50,4,Gastropod,20,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,4,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,4,Isopods,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,4,Amphipods,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,4,Larvae,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,50,4,Nematodes,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,4,Ostracod,2,2,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,4,Copepod,4,5,5,4,4,7,4,6,6,7,4,4,6,7,7,7,6,5,6,5,,,,,,,,,,,,,
3,3,51,4,Gastropod,4,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,4,Foraminifera,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,4,Isopods,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,4,Amphipods,10,10,12,7,7,5,17,5,11,6,16,12,6,5,5,5,5,11,10,5,,,,,,,,,,,,,
3,3,51,4,Larvae,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,51,4,Nematodes,38,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,4,Ostracod,3,2,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,4,Copepod,7,6,6,6,6,5,6,6,7,5,3,7,4,5,7,3,4,4,4,7,,,,,,,,,,,,,
3,4,52,4,Gastropod,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,4,Foraminifera,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,,,,,,,,,,,,,
3,4,52,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,4,Amphipods,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,4,Larvae,2,2,2,2,3,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
3,4,52,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,4,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,4,Copepod,7,4,4,3,3,4,3,3,7,7,6,4,3,7,4,7,7,6,3,4,,,,,,,,,,,,,
3,5,53,4,Gastropod,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,4,Foraminifera,2,2,2,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,4,Brittle stars,10,25,25,10,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,4,Amphipods,6,15,4,4,7,14,13,12,6,13,13,4,11,,,,,,,,,,,,,,,,,,,,
3,5,53,4,Larvae,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,5,53,4,Nematodes,26,30,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,4,Ostracod,4,4,6,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,4,Copepod,3,3,7,4,6,7,4,4,6,6,6,6,4,5,3,7,5,3,4,5,,,,,,,,,,,,,
3,6,54,4,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,4,Foraminifera,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,4,Isopods,6,7,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,4,Amphipods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,4,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,6,54,4,Nematodes,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,4,Ostracod,3,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,4,Copepod,6,7,3,7,5,6,4,3,3,4,3,6,6,6,5,7,6,6,7,6,,,,,,,,,,,,,
3,7,55,4,Gastropod,3,5,5,4,4,4,3,3,8,5,3,5,,,,,,,,,,,,,,,,,,,,,
3,7,55,4,Foraminifera,2,2,1,2,2,1,2,2,1,2,2,3,,,,,,,,,,,,,,,,,,,,,
3,7,55,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,4,Amphipods,10,8,17,8,15,9,6,12,7,21,9,7,6,7,7,7,7,12,,,,,,,,,,,,,,,
3,7,55,4,Larvae,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,7,55,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,4,Ostracod,4,3,4,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,4,Copepod,4,6,5,7,5,5,7,7,6,3,3,3,4,4,5,6,4,4,5,4,,,,,,,,,,,,,
3,8,56,4,Gastropod,18,4,5,5,2,4,14,5,5,4,2,5,5,5,15,,,,,,,,,,,,,,,,,,
3,8,56,4,Foraminifera,2,2,1,1,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,4,Mites ,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,4,Amphipods,5,5,4,6,4,13,15,8,7,7,9,15,,,,,,,,,,,,,,,,,,,,,
3,8,56,4,Larvae,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,8,56,4,Nematodes,44,36,50,40,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,4,Ostracod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,4,Copepod,4,3,3,6,5,7,5,4,3,5,4,6,7,6,5,5,5,4,4,5,,,,,,,,,,,,,
3,9,57,4,Gastropod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,4,Foraminifera,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,4,Amphipods,17,15,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,4,Larvae,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,57,4,Nematodes,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,4,Ostracod,3,3,3,6,4,3,3,3,4,3,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,4,Copepod,6,5,3,4,5,6,5,5,5,3,7,4,4,5,7,4,5,5,4,4,,,,,,,,,,,,,
3,10,58,4,Gastropod,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,4,Foraminifera,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,4,Brittle stars,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,4,Amphipods,4,12,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,4,Larvae,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
3,10,58,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,4,Ostracod,3,4,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,4,Copepod,5,3,6,7,5,3,3,7,7,5,7,3,4,4,4,3,7,5,7,3,,,,,,,,,,,,,
3,11,59,4,Gastropod,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,4,Foraminifera,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,
3,11,59,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,4,Mites ,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,4,Amphipods,17,16,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,4,Larvae,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11,59,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,4,Ostracod,3,2,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,4,Copepod,3,6,5,7,4,3,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,4,Gastropod,4,4,3,9,3,4,4,4,17,3,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,4,Foraminifera,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,
3,12,60,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,4,Amphipods,17,5,4,7,6,6,7,6,6,5,12,11,,,,,,,,,,,,,,,,,,,,,
3,12,60,4,Larvae,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,12,60,4,Nematodes,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,4,Ostracod,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,4,Copepod,5,3,4,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,4,Gastropod,4,4,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,4,Foraminifera,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,4,Brittle stars,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,4,Amphipods,4,6,6,6,7,8,6,16,4,9,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,4,Larvae,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,13,61,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,4,Ostracod,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,4,Copepod,4,3,5,4,4,4,5,5,5,3,6,3,4,6,5,5,6,5,5,3,,,,,,,,,,,,,
3,14,62,4,Gastropod,4,4,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,4,Foraminifera,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,4,Mites ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,4,Amphipods,4,13,11,4,5,11,13,9,7,7,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,4,Larvae,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,62,4,Nematodes,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,4,Ostracod,3,4,3,3,3,3,5,3,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,4,Copepod,4,5,3,7,3,5,5,5,3,6,5,6,5,5,6,5,5,6,3,3,,,,,,,,,,,,,
3,15,63,4,Gastropod,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,4,Foraminifera,2,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,4,Amphipods,4,10,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,4,Larvae,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,63,4,Nematodes,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,4,Ostracod,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,4,Copepod,6,6,7,6,6,6,4,3,5,5,5,5,7,6,5,6,5,5,6,3,,,,,,,,,,,,,
3,16,64,4,Gastropod,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,4,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,4,Mites ,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,4,Amphipods,10,14,11,10,19,7,13,16,15,10,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,4,Larvae,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,64,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,4,Ostracod,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,4,Copepod,6,5,5,6,5,6,4,7,7,7,5,6,6,4,6,3,4,7,7,6,,,,,,,,,,,,,
3,17,65,4,Gastropod,4,11,5,4,3,4,5,5,3,4,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,4,Foraminifera,2,3,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,4,Brittle stars,10,13,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,4,Amphipods,10,7,17,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,4,Larvae,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,17,65,4,Nematodes,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,66,4,Ostracod,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,66,4,Copepod,5,6,6,3,4,5,5,4,3,3,5,4,6,4,4,4,5,6,5,4,,,,,,,,,,,,,
3,18,66,4,Gastropod,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,66,4,Foraminifera,2,2,3,2,2,3,2,2,2,3,2,2,,,,,,,,,,,,,,,,,,,,,
3,18,66,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,66,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,66,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,66,4,Amphipods,21,10,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,66,4,Larvae,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,18,66,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,4,Ostracod,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,4,Copepod,6,4,4,7,6,6,4,4,8,6,6,6,3,4,5,7,5,3,7,3,,,,,,,,,,,,,
3,19,67,4,Gastropod,4,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,4,Foraminifera,2,2,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,4,Isopods,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,4,Amphipods,10,17,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,4,Larvae,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,19,67,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,4,Ostracod,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,4,Copepod,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,4,Gastropod,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,4,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,4,Amphipods,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,4,Larvae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,20,68,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,69,4,Ostracod,5,5,6,5,4,6,5,6,5,6,4,4,5,5,7,6,6,4,4,5,,,,,,,,,,,,,
3,21,69,4,Copepod,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,69,4,Gastropod,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,69,4,Foraminifera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,69,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,69,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,69,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,69,4,Amphipods,9,10,10,10,10,9,10,29,5,14,12,29,,,,,,,,,,,,,,,,,,,,,
3,21,69,4,Larvae,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,21,69,4,Nematodes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,70,4,Ostracod,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,70,4,Copepod,6,6,6,4,5,4,5,4,5,5,6,7,4,4,5,7,6,6,6,4,,,,,,,,,,,,,
3,22,70,4,Gastropod,10,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,70,4,Foraminifera,2,3,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,70,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,70,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,70,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,70,4,Amphipods,14,12,13,15,8,16,10,15,12,13,22,11,5,12,7,,,,,,,,,,,,,,,,,,
3,22,70,4,Larvae,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,22,70,4,Nematodes,38,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,4,Ostracod,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,4,Copepod,6,6,7,6,5,6,6,5,6,6,4,3,5,5,7,5,5,4,5,4,,,,,,,,,,,,,
3,23,71,4,Gastropod,5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,4,Foraminifera,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,4,Isopods,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,4,Brittle stars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,4,Amphipods,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,4,Larvae,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,23,71,4,Nematodes,26,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,72,4,Ostracod,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,72,4,Copepod,5,3,7,4,3,4,4,3,5,6,6,4,4,3,6,6,6,3,3,5,,,,,,,,,,,,,
3,24,72,4,Gastropod,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,72,4,Foraminifera,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,72,4,Isopods,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,72,4,Mites ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
